STATE_NAME,NAME,KEY,ID,rate_brcamort9397,MDratio,hosp,hosponc,scrnmamm,pcturban,urbrural,pcincome,pctpoor,pctlt9ed,pcthsed,pctcoled,unemploy,homevalu,rent,pop96,mammog2ysm,SmokecurF,SmokevrF,Obese,Noins
Minnesota,"Lake of the Woods",0,1321,20.9,66.8,22.27,0,0,0,9,17856,10.6,14,75.2,11,4.1,40100,244,4598,0,0.19,0.41,0.32,0.08
Washington,Ferry,1,2921,11.3,56.02,14.01,0,0,0,9,14340,23.7,8.8,72.6,12,13.3,47800,257,7195,0.54,0.21,0.42,0.38,0.12
Washington,Stevens,2,2944,25.2,87.75,5.32,0,2.75,14.1,6,15201,17.2,7.1,80.9,12.1,9.4,56800,306,38624,0.46,0.23,0.39,0.23,0.12
Washington,Okanogan,3,2935,21.6,111.94,8.19,0,8.38,12.3,7,18253,21.5,12.3,71.3,12,10.5,50600,277,38005,,0.3,0.53,0.3,0.21
Washington,"Pend Oreille",4,2937,15.3,46.52,9.3,0,0,0,8,15560,20.2,7.6,74.8,12,13.4,50300,292,11141,0.23,0.15,0.4,0.37,0.12
Idaho,Boundary,5,530,21.4,52.37,10.47,0,10.88,0,9,13426,14,11.1,74.6,13.3,8.8,48500,296,9823,0.51,0.19,0.41,0.33,0.13
Montana,Lincoln,6,1593,30,80.31,5.35,0,5.43,15.1,7,13604,14.1,11.8,73.3,12.5,14.5,47900,280,18833,0.59,0.2,0.46,0.35,0.11
Montana,Flathead,7,1581,30.8,192.77,2.88,2.81,4.46,39.7,5,18972,14.5,6.8,82.1,17.2,8.2,64200,332,71253,0.41,0.09,0.33,0.21,0.13
Montana,Glacier,8,1584,26.8,78.88,15.78,7.89,0,27.5,7,13531,35.7,10.9,72,14.5,14.3,44400,257,12675,0.53,0.21,0.46,0.32,0.15
Montana,Toole,9,1617,15.8,78.39,19.6,20.33,0,54.8,7,22375,14.9,13.3,77.4,14,5.3,38600,243,4918,0.41,0.2,0.46,0.31,0.15
Montana,Liberty,10,1592,42.7,178.09,44.52,0,44.68,0,9,21785,18,15.6,77.2,16.9,2.5,42000,267,2311,0.41,0.22,0.49,0.32,0.18
Montana,Hill,11,1587,21.1,118.86,5.66,0,0,58.5,7,19212,18,11.1,78.4,18.1,6.1,52200,292,17730,0.45,0.19,0.42,0.31,0.13
Montana,Sheridan,12,1612,21.2,45.14,22.57,0,22.55,0,9,19259,16.2,18,74.5,11.7,2.9,39400,276,4363,0.47,0.24,0.51,0.31,0.13
"North Dakota",Divide,13,1973,34.3,78.19,39.09,0,0,0,9,19113,12.5,21.7,69.4,12.8,1.9,26200,220,2523,0.43,0.2,0.38,0.37,0.11
"North Dakota",Burke,14,1968,30.1,0,0,0,0,0,9,19111,18.4,22.6,66.9,8.7,3.1,20100,233,2469,0.51,0.21,0.45,0.33,0.14
"North Dakota",Renville,15,1999,26,70.35,0,0,0,0,9,17040,11.6,16.6,74.2,9.8,2,36300,273,2843,0.51,0.19,0.35,0.35,0.08
"North Dakota",Bottineau,16,1966,3.4,38.93,12.98,0,12.97,32.4,7,16817,12.9,15.1,74.9,14.3,2.8,37800,274,7538,0.5,0.23,0.47,0.31,0.11
"North Dakota",Rolette,17,2001,21.8,65.32,14.51,7.13,7.4,0,9,12006,40.7,21.1,59.4,11.7,9.4,39000,189,14029,0.52,0.21,0.45,0.35,0.1
"North Dakota",Towner,18,2009,43.7,93.4,31.13,0,30.95,0,9,14815,21.5,18.3,71.9,12.7,3,29700,265,3209,0.45,0.2,0.42,0.35,0.12
"North Dakota",Cavalier,19,1971,25.4,54.8,18.27,0,17.68,0,9,17080,14.1,20.5,68.4,12.6,4.1,38600,276,5270,0.58,0.19,0.42,0.35,0.1
"North Dakota",Pembina,20,1995,21.6,56.88,11.38,0,11.39,0,9,22915,9.2,16.3,73.1,13.1,6.3,41300,268,8741,0.49,0.2,0.38,0.42,0.11
Minnesota,Kittson,21,1317,32,109.91,18.32,0,18.3,0,9,18384,12.1,20.3,71,12.5,6.3,28300,253,5419,0.58,0.24,0.49,0.36,0.09
Minnesota,Roseau,22,1350,24.7,68.76,6.25,6.17,6.42,0,9,19043,11.3,17,71.8,10.2,3.6,48800,326,16215,0.53,0.24,0.49,0.36,0.08
Montana,Blaine,23,1569,24.8,56.88,14.22,0,0,0,9,11947,27.7,14.6,70.4,14.4,9.7,41000,235,7114,0.45,0.23,0.42,0.31,0.14
Montana,Phillips,24,1602,22.8,38.83,19.41,0,0,0,9,14684,17.3,15.2,74.1,13.1,6.1,40300,273,5025,0.5,0.22,0.46,0.35,0.2
Montana,Valley,25,1619,11.3,106.36,11.82,0,12.03,43.4,7,17997,16.6,9.1,78.6,13.2,4.5,37400,272,8363,0.47,0.23,0.46,0.3,0.13
Montana,Daniels,26,1576,26,93.46,46.73,0,0,0,9,22084,15.5,15.4,74.4,11.5,2.8,30600,226,2136,0.47,0.2,0.39,0.35,0.12
Washington,Whatcom,27,2948,21.1,164.51,0.67,0.66,1.38,59.2,3,19775,12.3,5.8,83.2,22,7.4,90400,425,152512,0.27,0.19,0.47,0.33,0.11
Idaho,Bonner,28,528,20.3,99.76,3.02,0,3.14,19.6,6,15909,15.6,6.5,78.2,15.2,8.9,60800,318,33976,0.61,0.18,0.37,0.35,0.13
"North Dakota",Ward,29,2012,25.7,221.17,6.81,1.67,10.37,75.3,5,18955,12.7,9.6,82.8,19,3.3,53600,322,59734,0.48,0.2,0.44,0.37,0.11
Minnesota,Koochiching,30,1318,21.5,93.85,6.26,6.31,6.22,51.1,7,16194,12.9,12.3,73,10.4,8.7,41600,312,15858,0.59,0.19,0.37,0.37,0.08
Washington,Skagit,31,2940,20.9,197.82,2.13,2.09,4.36,49.6,4,21535,11.5,6.9,81,16.3,9,80800,422,95543,0.37,0.23,0.41,0.32,0.1
"North Dakota",Williams,32,2014,22.9,175.22,9.73,4.87,9.79,62.1,7,18093,14,12.8,76.8,14.3,3.8,42700,266,20534,0.48,0.27,0.44,0.4,0.17
"North Dakota",McHenry,33,1986,24.3,31.64,0,0,0,0,9,14147,18.9,22.5,66.7,9.7,3.3,23200,207,6161,0.62,0.19,0.4,0.37,0.12
Minnesota,"St. Louis",34,1351,21.6,228.26,4.06,2.55,5.05,70.5,3,20428,14.2,7.3,80.3,17.3,5.7,41600,291,196414,0.46,0.19,0.41,0.32,0.08
Washington,"San Juan",35,2939,20.1,186.71,0,0,8.73,0,8,29837,7.4,1.8,91.2,33.5,6.5,169800,475,12061,0.38,0.25,0.44,0.38,0.12
Montana,Roosevelt,36,1609,25.6,62.26,17.79,0,0,26.2,7,13365,27.7,10.9,70.1,11.3,10.1,40500,280,11065,0.59,0.2,0.46,0.3,0.12
"North Dakota",Mountrial,37,1992,25.7,58.85,14.71,0,0,0,9,16554,21.1,17.6,73,12.9,8.9,32100,240,6753,0.43,0.2,0.42,0.38,0.13
Minnesota,Marshall,38,1327,12,18.88,9.44,0,0,0,8,16569,13.8,21.7,68.5,10.2,9.8,34500,217,10563,0.59,0.18,0.37,0.37,0.06
"North Dakota",Ramsey,39,1997,28.7,157.73,7.89,8.03,7.9,61.4,7,18732,13.2,14.2,74.5,16.3,3.3,45400,288,12455,0.47,0.21,0.42,0.36,0.1
"North Dakota",Walsh,40,2011,31.4,117.29,15.64,7.81,15.55,35,6,18890,13.4,22.3,68,13,5.6,42000,281,12799,0.43,0.2,0.38,0.37,0.11
Minnesota,Beltrami,41,1286,18.5,113.36,5.27,2.61,5.35,32.7,7,16086,24,11,75.9,20.4,6.4,48800,320,38274,0,0.19,0.41,0.35,0.09
"North Dakota",Pierce,42,1996,9.2,192.51,21.39,0,0,57.6,7,18063,15.9,25.3,65.9,13.4,2.5,34700,271,4718,0.45,0.2,0.45,0.35,0.11
Washington,Chelan,43,2915,24.6,278.29,5.19,1.68,5.37,52.3,5,21591,15.3,10.3,74.3,16.7,9.8,71800,343,59532,0.51,0.24,0.43,0.25,0.1
Montana,Pondera,44,1603,24.4,31.88,15.94,0,0,44.3,7,19995,17.5,13.4,73.7,15,4.4,41500,271,6344,0.5,0.2,0.43,0.34,0.13
Washington,Clallam,45,2916,21.3,174.39,3.2,0,6.47,47.5,5,20597,12.5,5.9,79.7,16.1,8.7,78700,377,63419,0.51,0.17,0.39,0.25,0.09
"North Dakota",Benson,46,1964,8.4,0,0,0,0,0,9,11641,31.7,19.5,65.4,9.2,7.2,18500,243,6905,0.48,0.2,0.38,0.35,0.11
Montana,Chouteau,47,1574,11.1,36.42,36.42,0,0,0,8,24167,16.4,6.6,83.4,16.8,3.5,43000,272,5361,0.48,0.2,0.46,0.34,0.12
Washington,Snohomish,48,2942,24.7,116.02,0.75,0.55,2.48,79.6,0,22495,6.6,3.6,85.7,19.3,5.8,126600,536,546102,0.48,0.21,0.42,0.36,0.09
Washington,Island,49,2926,22.1,82.99,2.91,0,2.96,34.8,1,19839,7.3,3.4,88.3,20,4.5,103600,463,69194,0.37,0.17,0.37,0.25,0.1
Montana,Sanders,50,1611,28.1,69.38,9.91,0,0,0,9,13499,19.6,10.2,75.2,14.8,14.4,42000,243,10140,0.5,0.2,0.38,0.37,0.11
Minnesota,Lake,51,1320,22.8,132.45,9.46,0,0,35.1,6,17752,9.5,8.8,80.2,12.2,5.2,39800,271,10707,0.51,0.24,0.49,0.36,0.08
"North Dakota",Nelson,52,1993,60.9,24.6,24.6,0,24.5,0,8,15431,14,22.4,69.4,10.6,3.6,23600,214,3905,0.58,0.21,0.45,0.37,0.11
"North Dakota","Grand Forks",53,1979,22.3,251.81,4.17,1.4,4.23,83.2,3,18577,12.3,7.6,85.6,25.8,2.2,62200,367,71450,0.44,0.2,0.41,0.36,0.14
Minnesota,Polk,54,1342,17.7,55.06,6.12,0,6.12,51.6,3,17682,14.4,17.3,73,12.9,4.1,47000,293,32433,0.46,0.18,0.41,0.37,0.09
Minnesota,Pennington,55,1339,23.3,112.17,7.48,7.37,7.47,60.2,7,19166,16.3,17.5,72.3,13.7,6.1,40900,242,13564,,0.22,0.47,0.36,0.09
Washington,Douglas,56,2920,20.2,22.54,0,0,0,58.2,7,17000,12.2,11.1,75.9,13.8,7.4,68500,375,32689,0.51,0.23,0.45,0.3,0.15
"North Dakota",McKenzie,57,1988,39.5,51.91,17.3,0,16.99,0,9,15436,18.4,16.4,72.7,14.2,2.5,44300,233,5851,0.48,0.21,0.44,0.37,0.11
Washington,Jefferson,58,2927,31.6,123.86,4,0,4.15,48.4,6,21100,13.5,5.1,82.7,21.8,7.3,89000,384,25477,0.46,0.22,0.46,0.31,0.11
Montana,Richland,59,1608,17.6,135.25,9.66,9.7,9.63,48.7,7,16244,14,13,75.4,13.4,5.8,43800,280,10313,0.45,0.32,0.5,0.42,0.13
Montana,Teton,60,1616,25.9,15.7,15.7,0,0,0,8,19122,16.9,12.5,76.8,17.8,3.4,46000,271,6371,0.47,0.2,0.49,0.38,0.2
Montana,McCone,61,1594,0,47.15,47.15,0,0,0,9,13879,18.6,13.1,79.5,14.3,3.1,31100,297,2055,0.5,0.19,0.45,0.31,0.13
Idaho,Shoshone,62,559,30.7,92.58,7.12,0,14.42,18.6,7,15382,16.2,10.5,70.1,9,10.3,32600,240,14024,0.4,0.19,0.32,0.32,0.15
Washington,Spokane,63,2943,24,226.07,2.49,0.49,3.03,83.3,2,20575,13.7,5.2,84.4,20.6,5.4,58600,356,404920,0.56,0.23,0.45,0.3,0.11
Montana,Lake,64,1590,22,102.13,8.17,0,0,15.5,7,15531,21.4,11.1,77.3,15.7,7.7,61900,263,24921,0.63,0.24,0.46,0.31,0.09
Minnesota,Clearwater,65,1297,40,59.77,11.95,0,0,0,9,14592,22.7,21.5,64.9,9.8,15.2,28500,240,8254,0.35,0.24,0.49,0.36,0.08
Idaho,Kootenai,66,547,24.2,153.8,2.18,1.05,2.29,51.1,4,19334,12.1,5.6,81.1,16,7.7,64300,368,95535,0.47,0.22,0.45,0.34,0.14
Montana,Garfield,67,1583,38.2,0,0,0,0,0,9,12544,17.3,16.3,72.6,8.8,3.3,31800,280,1410,0.45,0.21,0.49,0.38,0.2
Minnesota,"Red Lake",68,1345,8.2,22.63,0,0,0,0,9,14701,15.1,21.5,64.3,9.3,11.1,29000,199,4342,0.53,0.18,0.38,0.37,0.06
Washington,Grant,69,2924,18.9,74.43,6.2,0,4.81,43.8,5,17516,19.6,13,71.6,11.9,9.8,52300,281,67597,,0.32,0.42,0.29,0.1
Washington,Lincoln,70,2933,38.1,52.58,21.03,0,10.61,0,8,21410,12.3,6.7,81.9,16,6.4,41100,288,9594,0.27,0.23,0.42,0.3,0.14
Montana,"Lewis and Clark",71,1591,21.5,198.92,5.68,3.75,3.88,74.3,5,20362,11.8,4.3,87.4,27.8,5.1,61900,329,53345,0.45,0.2,0.48,0.38,0.2
Washington,Kitsap,72,2929,23.7,125.71,0.88,0.86,3.18,65.3,3,20004,9.4,3.7,86.6,19.8,6.6,89100,450,231741,0.58,0.26,0.45,0.29,0.15
Minnesota,Itasca,73,1313,26.8,97.57,6.97,2.3,7.02,19.4,6,16942,15.8,10,77.5,12.5,9.4,44400,297,43392,0.59,0.16,0.37,0.32,0.06
"North Dakota",Sheridan,74,2003,16.7,0,0,0,0,0,9,14732,23.1,34.9,49.5,8.2,2.8,14999,219,1859,0.43,0.21,0.41,0.36,0.14
"North Dakota",Wells,75,2013,25,76.13,19.03,18.97,18.68,0,9,18008,18,26,63.2,11.3,4.6,28400,229,5271,0.52,0.23,0.53,0.34,0.11
"North Dakota",McLean,76,1989,13.2,30.47,20.31,0,10.06,0,8,18246,15.8,22.3,68.2,11.9,4.2,40000,250,9897,0.44,0.21,0.41,0.37,0.11
"North Dakota",Eddy,77,1975,25.2,0,0,0,0,0,9,14382,10.3,23.3,66.5,11,6,27900,267,2876,0.48,0.21,0.4,0.35,0.14
"North Dakota",Dunn,78,1974,11.8,0,0,0,0,0,9,11698,25,20.8,70.5,10.1,2.4,28600,233,3751,0.45,0.2,0.45,0.39,0.11
Montana,Fergus,79,1580,27.9,110.33,7.88,0,7.94,50.1,7,16384,14.3,11,77.4,14.5,6.1,40900,269,12697,0.45,0.2,0.49,0.32,0.2
Montana,Dawson,80,1577,10.6,98.96,11,0,11.12,50.5,7,17137,14.4,16.5,74.5,13.2,3.8,37600,271,9085,0.54,0.18,0.46,0.31,0.14
Washington,King,81,2928,24.7,341.14,1.32,0.68,3.53,94.2,0,31248,8,3.7,88.2,32.8,5.2,139500,510,1619411,0.46,0.29,0.49,0.36,0.11
Montana,Cascade,82,1573,22,215.81,1.23,1.23,3.7,81.8,3,20043,13.7,6.2,82.9,18.4,5.4,60000,318,81087,0.5,0.2,0.46,0.38,0.15
"North Dakota",Griggs,83,1981,40.1,32.94,32.94,0,0,0,9,14779,15.6,22.5,67.9,12.1,1.9,28600,230,2984,0.48,0.21,0.41,0.37,0.14
"North Dakota",Steele,84,2007,13.3,0,0,0,0,0,8,16673,12.5,20.3,71.9,13.7,1.9,25400,214,2277,0.51,0.21,0.45,0.35,0.1
"North Dakota",Traill,85,2010,24.2,80.51,23,0,0,0,8,18414,12.3,16.7,76.6,17.7,3.5,39600,270,8706,0.45,0.2,0.45,0.42,0.1
Washington,Mason,86,2934,19.4,61.54,2.12,0,2.18,18.9,6,17133,13.2,6.5,79.2,13.6,7.9,70400,382,48577,0.58,0.23,0.45,0.37,0.11
Montana,Missoula,87,1598,20.2,283.48,2.3,1.13,3.5,75.9,5,19818,17,4.9,85.4,27.7,5.2,65500,334,88523,0.45,0.2,0.47,0.3,0.15
Montana,Petroleum,88,1601,54.6,0,0,0,0,0,9,10489,25.6,8.6,81.9,17.5,4.5,14999,291,533,0.53,0.23,0.46,0.32,0.13
Montana,Powell,89,1605,32.7,72.9,14.58,0,0,50.5,7,14336,16.9,10,76.5,16.6,8,41500,253,7115,0.41,0.21,0.46,0.34,0.16
Washington,Kittitas,90,2930,19.7,106.11,3.32,0,3.36,46.3,6,17652,20.2,6.5,81.2,22.2,8.7,60000,318,30846,0.58,0.3,0.48,0.34,0.13
"North Dakota",Foster,91,1977,34.5,179.86,25.69,0,25.71,0,9,15921,17.5,21.7,69.4,12.1,2.9,36400,254,3866,0.51,0.2,0.41,0.35,0.11
"North Dakota",Mercer,92,1990,42.2,52.82,10.56,0,10.64,63,7,20812,9,21.6,71.2,11.2,7.4,51800,278,9548,0.49,0.23,0.46,0.3,0.14
Washington,"Grays Harbor",93,2925,25.5,74.38,2.98,1.47,4.48,53.4,4,18529,16.4,8.2,74,11,10.9,48600,322,67923,0.52,0.17,0.45,0.31,0.08
Minnesota,Norman,94,1336,20.1,51.79,12.95,0,0,0,8,17722,14.5,20.3,69.7,9.7,5.5,30500,231,7753,0.6,0.17,0.38,0.35,0.07
Minnesota,Mahnomen,95,1326,33,58.31,19.44,0,19.53,0,9,13611,26,22.4,64.7,10.5,7.1,34000,246,5144,0.48,0.2,0.45,0.42,0.1
Montana,Mineral,96,1597,31.4,82.74,27.58,0,0,0,9,12709,17.6,10.1,74,13.1,13.5,43300,258,3719,0.51,0.19,0.42,0.36,0.13
Minnesota,Cass,97,1293,23.6,56.59,4.04,0,0,0,9,16486,21.8,14.4,72.5,11.4,8.3,51000,294,25329,0.57,0.18,0.37,0.37,0.08
Maine,Aroostook,98,1147,23.1,133.53,5.09,3.84,4.88,41.9,5,15894,14.5,16.2,70.9,12.5,10.1,46100,332,78113,0.46,0.2,0.48,0.3,0.12
Montana,"Judith Basin",99,1589,11.9,0,0,0,0,0,8,18020,15.2,7.1,80.4,19.8,4.5,31100,253,2278,0.45,0.22,0.48,0.32,0.16
Minnesota,Hubbard,100,1311,21.9,105.49,6.21,0,6.28,19.2,9,16074,17.2,12,76.4,14.7,6.7,49400,275,16406,0.59,0.22,0.43,0.35,0.09
Idaho,Benewah,101,524,27.8,68.34,11.39,0,0,0,8,16760,16.3,8.7,74.2,8.8,10.5,44000,246,8982,0.53,0.14,0.35,0.33,0.13
Montana,Wibaux,102,1621,11.5,0,0,0,0,0,9,11483,18.2,18.4,68.3,10.9,4.5,30500,214,1146,0.59,0.2,0.46,0.29,0.15
"North Dakota","Golden Valley",103,1978,0,50.97,0,0,0,0,9,13779,15.9,14,74.6,15.7,3.5,31900,264,1932,0.42,0.2,0.47,0.35,0.15
"North Dakota",Billings,104,1965,0,0,0,0,0,0,9,10074,29.6,19.6,71.5,12.6,3.1,50000,294,1129,0.48,0.2,0.38,0.42,0.11
"North Dakota",Stutsman,105,2008,20.7,149.14,9.32,0,9.24,70,7,18944,12.2,17.3,73.5,16.7,3.5,45400,285,21338,0.52,0.2,0.38,0.42,0.11
"North Dakota",Kidder,106,1983,27.4,0,0,0,0,0,8,11044,24.1,29.4,60.5,11.3,5,22600,210,2997,0.51,0.2,0.45,0.36,0.1
"North Dakota",Burleigh,107,1969,21.2,334.84,3.09,3.05,4.7,85.2,3,21604,10,11.1,83,25.1,3.3,67300,348,65681,0.58,0.19,0.42,0.35,0.1
Washington,Pierce,108,2938,24.2,148.85,1.39,0.91,2.51,87.3,2,20945,11.4,4.8,83.2,17.5,6.2,82300,436,657272,0.53,0.2,0.4,0.31,0.15
"North Dakota",Oliver,109,1994,22.3,0,0,0,0,0,8,13819,19.3,24.3,68.2,10.8,2.9,49300,255,2234,0.51,0.2,0.45,0.42,0.11
Washington,Adams,110,2912,19.4,72.61,13.2,0,0,34.1,6,17789,17.5,20,66.4,12.3,11.3,45400,284,15254,0.51,0.18,0.46,0.37,0.12
Washington,Whitman,111,2949,26.4,104.11,5.08,5.07,7.72,67.5,5,16154,24.2,3.6,91,42.6,2.1,61600,347,39456,0.48,0.18,0.46,0.29,0.11
"North Dakota",Barnes,112,1963,21.8,74.74,8.3,0,0,57.1,7,16399,17,15.4,75.4,15.4,2.8,38200,251,12114,0.52,0.2,0.38,0.35,0.11
"North Dakota",Cass,113,1970,22.1,353.55,2.69,2.65,6.38,84,3,21971,11.8,6.5,87.1,26.5,2.1,67700,350,113343,0.48,0.2,0.41,0.42,0.11
Montana,Prairie,114,1606,9.3,0,74.52,0,0,0,9,15574,15.3,19.1,71.1,13.2,4.6,19700,239,1392,0.59,0.19,0.45,0.31,0.14
Minnesota,Becker,115,1285,21.1,78.99,3.43,0,6.92,23.8,6,16625,17.8,15.9,72.9,12,7.7,49300,269,29161,0.59,0.18,0.41,0.38,0.09
Minnesota,Clay,116,1296,20.9,30.66,0,0,0,69.3,3,17114,15.9,11,80.5,21.5,3.7,58500,335,51848,0.76,0.19,0.45,0.38,0.1
Washington,Thurston,117,2945,23.9,185.96,1.04,1.01,2.67,59.2,3,22258,10.1,3.8,86.5,24.7,6.2,79800,460,197109,0.56,0.19,0.45,0.34,0.14
Idaho,Latah,118,548,22.4,106.51,3.04,3.01,3.1,60.5,7,17186,18.5,5.2,86.6,35.8,3,63600,314,33173,0.52,0.18,0.38,0.36,0.13
Montana,Meagher,119,1596,33.9,109.53,54.76,0,0,0,8,16288,20.1,13.3,73.9,14.4,6.1,37800,275,1798,0.56,0.24,0.45,0.34,0.14
Washington,Yakima,120,2950,21.9,134.88,1.89,0.92,3.37,63.8,3,18427,20.2,17.3,66.1,13.7,12.6,54900,339,216234,0.46,0.21,0.49,0.33,0.11
Minnesota,Aitkin,121,1283,18.3,44.63,7.44,7.29,7.58,0,9,15886,18.7,14.9,70.5,9.5,9.4,50000,243,13715,0.86,0.23,0.43,0.34,0.08
"North Dakota",Stark,122,2006,15,115.9,8.92,0,4.37,70.5,7,17366,14.3,18.6,73.1,14.8,3.9,42200,266,22694,0.43,0.2,0.45,0.35,0.1
"North Dakota",Morton,123,1991,18.4,44.66,4.06,0,4.13,64.9,3,16981,12.3,21,70.4,13.8,4.3,50300,315,24422,0.51,0.2,0.45,0.37,0.11
Wisconsin,Bayfield,124,3009,32.2,106.99,0,0,6.78,0,8,16022,16.6,10.2,78.5,18.3,6.6,45000,272,15059,0.38,0.25,0.48,0.36,0.09
Idaho,Clearwater,125,537,20.3,109.71,21.94,0,11.04,33.7,7,15370,12.2,11.4,73.4,11.4,13.2,42900,268,9373,0.51,0.18,0.38,0.31,0.14
Montana,Custer,126,1575,22.7,229.64,16.4,16.28,16.49,72.3,7,18688,16.5,11.9,77.1,16,4.6,36600,270,12285,0.46,0.2,0.51,0.34,0.11
Montana,Rosebud,127,1610,34.8,45.95,9.19,0,0,30.3,7,16800,20.4,7.3,78.3,13.4,8.9,54000,285,10457,,0.24,0.45,0.34,0.14
Montana,Granite,128,1586,27.4,0,38.18,0,0,0,9,15436,21.8,9.5,75.9,16.9,6.9,37200,252,2585,0.41,0.4,0.63,0.38,0.12
Minnesota,Wadena,129,1362,31.1,75.91,15.18,7.62,7.64,34.3,7,15583,21.8,20.3,70.6,11.6,5.3,36600,235,13126,0.53,0.19,0.41,0.31,0.09
Minnesota,"Crow Wing",130,1300,29.2,156.69,6.03,3.95,4.09,36,7,18802,15,11.5,75.7,13.5,6.2,54000,329,50634,0.58,0.18,0.39,0.3,0.06
Washington,Pacific,131,2936,9.4,67.29,9.61,0,0,15.4,7,17601,17.2,9.4,74.2,11.3,10.1,49200,315,21067,0.45,0.21,0.46,0.26,0.1
Washington,Lewis,132,2932,25.4,91.02,3.03,0,7.73,31.7,6,18241,14.4,8.4,75.4,11.8,8.6,57000,348,66848,0.74,0.23,0.45,0.3,0.15
Montana,Broadwater,133,1570,41.6,128.7,25.74,0,0,0,9,15509,16.2,6.5,73.9,13.5,5.6,46300,287,4012,0.44,0.2,0.44,0.29,0.15
Minnesota,Carlton,134,1291,11,78.89,6.57,0,6.6,34.3,6,17707,12.3,11.4,75.1,12.2,7,45200,291,30426,0.54,0.18,0.41,0.34,0.08
Montana,"Golden Valley",135,1585,0,102.04,0,0,0,0,8,13139,27.5,18.5,72.4,14.7,7.7,29000,243,984,0.45,0.22,0.46,0.32,0.13
Wisconsin,Douglas,136,3021,24.6,53.77,2.34,0,2.33,66.2,3,17809,14.9,8.3,77.2,14.8,5.8,37800,300,43051,0.48,0.21,0.43,0.35,0.17
Montana,Musselshell,137,1599,18,44.53,22.27,0,0,0,8,13941,23.3,12.2,70.9,11.4,8.5,31000,264,4675,0.45,0.2,0.46,0.3,0.15
Montana,Wheatland,138,1620,26.3,82.47,41.24,0,0,0,9,16396,21.3,18.2,72.2,10.6,5.2,27800,226,2420,0.45,0.2,0.44,0.37,0.11
Washington,Franklin,139,2922,22.1,92.22,2.25,2.19,2.34,72.7,3,16356,23,18.1,68.1,13.4,9.9,55900,295,45590,0.59,0.29,0.49,0.32,0.14
Washington,Benton,140,2914,21.7,122.49,3.01,1.49,3.87,87.2,3,22072,11.1,6.1,83.9,23.3,7.4,65900,363,134359,0.51,0.22,0.4,0.34,0.15
"North Dakota",Grant,141,1980,18,61.82,30.91,0,30.99,0,8,10072,24.5,26.6,62.6,8.9,3.1,24100,187,3114,0.44,0.2,0.42,0.35,0.1
Minnesota,"Otter Tail",142,1338,22.1,93.97,5.64,1.86,5.71,24.4,7,18227,14.2,18.4,71.6,13,5.5,46900,290,53889,0.6,0.19,0.43,0.35,0.12
Washington,Garfield,143,2923,20.8,43.54,43.54,0,0,0,9,18277,10.5,6.3,81.8,13.7,4.5,36100,279,2306,,0.24,0.44,0.38,0.1
Montana,Fallon,144,1579,56.5,0,33.3,33.42,0,0,9,15334,10.9,15.6,75.3,10.6,3.3,35900,249,2992,0.47,0.23,0.46,0.33,0.14
Idaho,Idaho,145,544,21.3,67.62,13.52,0,6.85,23.4,7,14800,13.8,10.4,75.1,12.7,11.6,44900,267,14924,0.5,0.16,0.34,0.29,0.13
Montana,Ravalli,146,1607,16,86.88,3.1,2.98,3.26,10.9,7,15944,16.3,7.3,79.1,18.2,6.5,61700,313,33586,0.5,0.2,0.38,0.37,0.11
Wisconsin,Ashland,147,3007,24.1,273.62,6.08,6.04,12.15,52.8,7,17101,16.2,12.1,75.3,12.8,6.5,37500,278,16569,0.27,0.28,0.48,0.36,0.17
"North Dakota",Logan,148,1985,13.5,0,0,0,0,0,9,15777,18.6,40.6,51.9,9.3,1.8,19900,222,2443,0.56,0.2,0.41,0.37,0.11
"North Dakota",Emmons,149,1976,34.3,43.82,21.91,0,0,0,8,12597,23.8,34.7,57.3,9,3.6,32000,193,4443,0.51,0.21,0.45,0.35,0.1
"North Dakota","La Moure",150,1984,28.6,0,0,0,0,0,9,16526,19.3,25.1,66.4,12.4,2.6,22500,222,4970,0.56,0.21,0.4,0.37,0.12
"North Dakota",Slope,151,2005,0,0,0,0,0,0,9,8990,20.9,18.8,71.5,10.4,3.9,14999,233,827,0.56,0.15,0.41,0.36,0.09
"North Dakota",Hettinger,152,1982,20.5,33.11,0,0,0,0,9,17562,18.5,22.9,69.5,12.2,3.4,24700,197,2982,0.52,0.21,0.45,0.33,0.14
"North Dakota",Ransom,153,1998,12.6,118.91,16.99,0,0,0,8,17675,11.3,18.4,73.1,11.1,2.1,33200,245,5794,0.44,0.2,0.38,0.4,0.11
"North Dakota",Richland,154,2000,16.1,82.52,0,0,5.46,48.2,6,17785,12.2,17.7,75.9,13,3.4,43200,281,18162,0.51,0.2,0.45,0.42,0.11
Minnesota,Wilkin,155,1366,20.7,40.52,13.51,0,13.51,49.3,6,19431,11,17.6,73.8,11.6,4.2,38300,260,7381,0.48,0.2,0.38,0.38,0.08
Idaho,"Nez Perce",156,554,30.1,224.36,2.74,2.73,8.25,83.2,5,20399,12,7.2,79.9,15.6,4,57000,304,36670,0.45,0.14,0.31,0.32,0.12
Washington,Columbia,157,2918,27.8,47.4,23.7,0,0,0,9,18670,19.4,14.5,71.8,15.1,13.3,37600,278,4265,0.51,0.25,0.47,0.3,0.1
