STATE_NAME,NAME,KEY,ID,rate_brcamort9397,MDratio,hosp,hosponc,scrnmamm,pcturban,urbrural,pcincome,pctpoor,pctlt9ed,pcthsed,pctcoled,unemploy,homevalu,rent,pop96,mammog2ysm,SmokecurF,SmokevrF,Obese,Noins
Georgia,Harris,2494,431,26.9,58.6,0,0,0,4.2,2,19579,13.7,15.3,65,13.6,4.7,65000,311,21303,0.3,0.21,0.39,0.36,0.11
Georgia,Crawford,2495,398,10.6,9.84,0,0,0,0,8,14606,14,16.7,60.2,5.7,4.9,49900,252,10514,0.53,0.28,0.38,0.41,0.1
Texas,Kaufman,2496,2623,23.4,76.52,4.99,1.61,3.43,41.8,1,18752,15.8,12.1,67.9,10.9,4.4,56200,378,62116,0.23,0.19,0.37,0.36,0.19
Texas,"Van Zandt",2497,2728,21.7,21.69,2.41,0,0,22.4,6,16495,17.4,14.5,62.1,8.7,4,45800,341,42579,0.3,0.23,0.4,0.38,0.17
Georgia,Emanuel,2498,412,19.3,52.5,4.77,0,4.78,35.8,7,15110,25.7,22.8,52.6,9.1,10.5,35100,230,21030,0.6,0.2,0.35,0.32,0.13
Georgia,Johnson,2499,442,15.6,11.85,0,0,0,0,9,14960,22.2,25.8,52,4.9,10.2,31800,193,8252,0.5,0.19,0.32,0.37,0.1
Texas,Harrison,2500,2596,18.5,80.06,1.7,1.68,0,44.1,3,17024,20.5,11.5,70.4,12.7,8.4,45500,334,59685,0.47,0.21,0.49,0.26,0.09
"New Mexico",Hidalgo,2501,1777,20.7,0,0,0,0,49,7,16166,20.7,15.1,71.6,11.7,4.8,38400,191,6328,0.54,0.26,0.43,0.38,0.17
Alabama,Elmore,2502,26,25.9,56.07,3.5,0,1.8,29.6,2,17600,14.5,11.4,66.5,12.8,5.3,57800,309,58460,0.65,0.2,0.33,0.34,0.13
Louisiana,Lincoln,2503,1112,29.6,115.9,4.64,0,4.63,61.1,4,17736,26.6,10.4,74.5,26.2,3.2,55700,326,42302,0.6,0.23,0.4,0.32,0.22
"South Carolina",Jasper,2504,2314,11.8,30.48,6.1,0,0,0,8,15556,25.3,21.6,54.5,4.8,4.5,44100,265,16365,0.52,0.23,0.4,0.35,0.11
Alabama,Lee,2505,41,17.9,126.56,1.06,1.05,2.18,71.4,4,16615,24.9,11.2,73.2,25.3,4.5,63600,339,95038,0.65,0.22,0.33,0.29,0.14
Georgia,Taylor,2506,492,12.2,37.28,0,0,0,0,8,15457,29.5,22.8,51.2,7.1,7.8,36400,229,8189,0.28,0.17,0.37,0.36,0.13
Louisiana,Ouachita,2507,1118,33,201.6,4.77,2.04,4.1,77.6,3,18444,24.7,11.6,71.6,18.9,5.8,52300,334,147302,0.46,0.27,0.46,0.4,0.2
Georgia,Laurens,2508,446,19.6,161.02,4.67,0,2.37,47.1,6,17734,20.5,18.3,61,12,5.6,46900,282,43342,0.43,0.2,0.35,0.41,0.12
Alabama,Autauga,2509,1,24,33.01,2.54,0,2.61,58,2,17690,15.7,11.7,70,14.5,6.1,58600,372,40061,0.73,0.2,0.38,0.36,0.14
Alabama,Dallas,2510,24,20.8,152.01,4.16,0,2.08,57.3,4,15868,36.2,17.2,59.6,12.2,13.2,43100,253,47362,0.71,0.16,0.33,0.39,0.13
Texas,Smith,2511,2706,24.7,245.7,3.7,1.21,3.77,55.5,3,21253,16.5,9.2,75.7,19.8,5.5,59300,372,165002,0.38,0.22,0.41,0.27,0.18
Georgia,Peach,2512,470,24.9,56.75,4.37,0,0,38.7,2,17641,24,15.5,67.5,15.2,7.3,56200,303,23529,0.53,0.22,0.39,0.3,0.12
Georgia,Houston,2513,435,25,100.35,3.01,0.99,5.08,79.1,2,18369,10.6,7.2,79.5,16,4.1,61400,396,101384,0.63,0.22,0.35,0.36,0.13
Louisiana,Richland,2514,1123,31,72.24,9.63,4.79,9.72,36.7,6,15371,33.2,23.6,52,10.7,11.1,36300,236,20892,0.46,0.23,0.39,0.36,0.22
Texas,Gregg,2515,2586,26.6,173.4,3.61,1.78,6.38,82.8,3,21288,16.8,8.3,75.8,17.7,7.6,55600,348,112138,0.49,0.2,0.4,0.32,0.19
Georgia,Bulloch,2516,375,27.6,108.96,4.11,0,4.18,36.8,6,15428,27.5,13.5,67.6,19.9,3.4,58800,330,49328,0.58,0.17,0.31,0.36,0.17
Mississippi,Scott,2517,1431,18.5,35.94,3.99,0,0,34.3,6,16852,27.4,19.3,53.1,9.4,4.8,34400,270,25194,0.21,0.18,0.37,0.35,0.17
Mississippi,Warren,2518,1444,26.3,142.35,4.07,0,4.08,43.7,4,20857,22.4,13.6,67.7,19.1,6,50400,332,49047,0.48,0.17,0.31,0.44,0.19
"New Mexico",Luna,2519,1781,21.4,67.81,4.52,0,0,60.6,6,12438,31.5,21.9,58.8,11.1,24,46700,252,23089,0.54,0.2,0.38,0.29,0.21
Georgia,Muscogee,2520,465,22.4,189.61,3.25,0.55,3.21,96.8,2,19591,18.6,11.3,71.5,16.6,5.9,58100,358,183394,0.38,0.17,0.34,0.3,0.1
Alabama,Macon,2521,44,21.1,104.34,4.17,0,0,49.2,6,13605,34.5,19.2,61.9,18,9.1,42100,285,23563,0.78,0.18,0.34,0.36,0.14
Mississippi,Rankin,2522,1430,18,195.99,6.06,1.95,6.23,54.5,2,20671,10.6,10.1,73.8,19,3,63900,423,102414,0.43,0.18,0.37,0.37,0.11
Georgia,Effingham,2523,410,17.9,28.02,3.11,0,3.28,10.9,2,16965,12.7,11.6,66,7.6,4.4,61200,365,33363,0.24,0.23,0.39,0.36,0.14
Louisiana,Bienville,2524,1088,24.8,25.3,0,0,6.22,19.3,6,14418,31.2,16,62.6,9.3,9.9,33700,235,16676,0.4,0.23,0.42,0.37,0.15
Mississippi,Lauderdale,2525,1407,22.8,218.44,6.5,3.9,2.61,57.6,5,18931,22.8,11.7,69.7,13.3,5.4,47500,297,76987,0.59,0.18,0.35,0.37,0.12
Mississippi,Newton,2526,1420,23.6,28.23,4.7,0,4.75,18.2,7,15452,20.9,16.2,60.1,9.7,8,37500,204,21455,0.48,0.21,0.35,0.35,0.11
Georgia,Bleckley,2527,371,14,45.63,9.13,0,0,42.1,6,17205,18.3,19.2,60.3,10.3,4.2,40300,225,10930,0.57,0.19,0.41,0.34,0.15
Mississippi,Hinds,2528,1394,29.5,353.34,3.59,1.6,2.38,86.7,2,20865,21.2,9.3,75.2,26.4,4.3,56700,390,250381,0.54,0.18,0.35,0.35,0.17
Louisiana,Madison,2529,1114,33.1,39.41,7.88,0,0,68.4,7,13773,44.6,25.5,53.3,9.2,13.7,29700,224,12997,0.45,0.23,0.42,0.33,0.23
Texas,Johnson,2530,2620,22.5,64.98,1.88,0.91,0.96,48.9,1,17944,11.6,9.3,71.9,11.5,4.7,60500,411,110344,0.36,0.11,0.33,0.32,0.11
Georgia,Marion,2531,457,23.5,47.1,0,0,0,0,8,13122,28.2,21.1,54.5,4.6,4.2,37700,205,6345,0.28,0.21,0.36,0.29,0.11
Texas,Hood,2532,2605,27.2,32.95,3,2.86,3.17,14,1,22872,9.7,8.5,74.7,15.2,6.3,73700,455,34976,0.39,0.17,0.4,0.29,0.21
Texas,Ellis,2533,2564,22.4,56.25,1.06,1.03,2.18,47,1,19781,12.6,11.3,71.7,13.4,4.7,67500,420,97054,0.47,0.15,0.34,0.35,0.23
Georgia,Candler,2534,380,31.3,69.47,11.58,0,11.8,47.9,7,17005,24.1,23.7,53.2,9.9,5,46200,253,8676,,0.18,0.36,0.3,0.12
Alabama,Marengo,2535,46,20.5,76.07,4.23,4.27,4.25,43.6,7,16350,30,15,61.4,11.5,8.8,42000,199,23430,0.36,0.21,0.35,0.39,0.12
Georgia,Chattahoochee,2536,385,63.8,37.8,0,0,0,86.3,2,16390,10.4,4.1,88.5,20.2,7.5,43100,414,16137,0.44,0.22,0.39,0.35,0.12
Arizona,Pima,2537,79,21.3,264.61,1.86,0.78,2.46,92.4,2,19556,17.2,8.2,80.5,23.3,3.3,76500,390,767873,0.51,0.19,0.38,0.31,0.14
Texas,Taylor,2538,2715,21.9,173.47,2.44,1.64,2.46,89.5,3,18708,15.4,10.8,75.4,20.7,5.2,44800,379,122130,0.19,0.09,0.29,0.34,0.15
Texas,Howard,2539,2608,23.2,169.49,9.24,0,0,71.4,5,17802,20.4,15.8,65.2,11.8,4,33700,336,32836,0.47,0.15,0.34,0.35,0.23
Texas,Mitchell,2540,2662,41.2,68.86,11.48,0,0,59.2,7,13709,23.3,23,59.3,10.6,6.2,24100,238,9002,0.33,0.17,0.41,0.27,0.18
Texas,Eastland,2541,2561,26.6,27.98,5.6,0,5.6,55.7,7,15504,22.8,14.7,63.1,11,5.3,26200,255,18064,0.41,0.27,0.51,0.35,0.11
Texas,Callahan,2542,2524,12.6,16.25,8.12,0,0,25.3,6,15501,20.1,10.2,68.7,9.8,4.2,36100,292,12580,0,0.11,0.31,0.34,0.31
Texas,Martin,2543,2653,4.8,40.36,20.18,0,0,50.5,6,14494,23.9,28.1,54.3,6.7,2.9,40900,233,4957,0.19,0.11,0.37,0.36,0.15
Texas,Andrews,2544,2496,18.3,70.28,7.03,0,6.92,74.5,6,16138,16.8,17.8,61.2,9.8,5.2,38500,314,14087,0.59,0.23,0.4,0.32,0.23
Texas,Nolan,2545,2671,23.6,24.61,6.15,0,12.17,72.1,6,16247,21.3,18.1,62.3,12,6.9,29500,281,16370,0.33,0.23,0.4,0.3,0.14
Texas,Erath,2546,2566,21.9,92.25,3.29,0,3.38,59.6,6,17143,20.9,11,71.3,20.3,2.8,47100,328,30815,0.49,0.18,0.41,0.32,0.21
Alabama,Russell,2547,57,24.2,50.55,1.94,1.94,3.88,64.7,2,15404,20.4,19.2,57,8.2,6.5,46200,294,51439,0.65,0.16,0.34,0.36,0.17
Georgia,Macon,2548,455,24.8,30.19,7.55,0,7.61,34.4,6,15479,29.2,23.1,53.7,10.1,11.7,34700,238,13141,0.51,0.23,0.4,0.33,0.08
Georgia,Treutlen,2549,499,17.2,50.48,0,0,0,46.7,7,14283,27.1,26.5,52.7,6.3,11.6,35100,203,5903,0.38,0.22,0.38,0.3,0.12
Alabama,Montgomery,2550,51,27.7,203.31,3.2,0.92,3.21,90.6,2,22487,17.9,9,75.3,24.2,5.6,61500,379,216434,0.78,0.16,0.34,0.36,0.17
Louisiana,Jackson,2551,1106,15.2,38.16,6.36,0,0,27.4,6,16136,23.9,16.6,63.9,9.2,6.4,37100,228,15492,0.39,0.24,0.42,0.31,0.17
Arizona,Cochise,2552,70,24.6,64.51,6.36,1.81,1.87,70,4,15213,20.3,12.5,75.7,16.1,9.2,59700,356,110358,,0.2,0.38,0.27,0.14
Georgia,Dodge,2553,404,27.6,66.83,5.57,0,5.6,29.3,7,15396,21.8,19.5,56.8,8,5.6,33300,224,17936,0.51,0.28,0.38,0.37,0.11
Georgia,Schley,2554,482,12.3,26.43,0,0,0,0,9,15789,19.9,17.7,56.4,8,4.1,38600,246,3763,0.28,0.17,0.37,0.32,0.13
Alabama,Lowndes,2555,43,13.5,7.72,0,0,0,0,8,12472,38.6,21.4,56.7,8.2,17,34200,195,12811,0.62,0.16,0.34,0.36,0.14
Louisiana,Franklin,2556,1102,23,31.43,4.49,0,0,25.7,7,14076,34.5,23.2,53.7,10.3,9.7,33000,235,22078,0.52,0.2,0.39,0.36,0.2
Texas,Rusk,2557,2695,20.6,42.53,2.24,0,2.26,32,6,17502,20.1,13.2,66.6,10.7,7,41900,316,45596,0.33,0.23,0.4,0.36,0.21
Georgia,Pulaski,2558,475,29.9,169.8,12.13,0,12.14,43.5,6,18128,24.3,17.7,60.6,10.7,4.1,46700,235,8268,0.31,0.19,0.32,0.37,0.1
Texas,Panola,2559,2677,30.2,34.83,4.35,0,4.43,29.5,6,15721,20.7,14.2,67.6,12,10.5,42900,336,22899,0,0.17,0.4,0.27,0.21
Texas,Henderson,2560,2601,18.7,51.33,1.56,1.52,1.61,24.8,1,16616,18.1,13.2,64.7,10.3,6,53700,347,65664,0.47,0.11,0.25,0.42,0.41
Georgia,Montgomery,2561,462,11.7,13.1,0,0,0,1.4,9,15142,24.5,19.1,57.4,10.1,7.4,41200,215,7700,0.59,0.15,0.34,0.37,0.1
Georgia,Toombs,2562,497,18.4,98.91,3.96,0,4.03,64.3,7,17163,24,18.2,59,11.4,6.8,48400,276,25463,0.5,0.23,0.45,0.3,0.11
Louisiana,"De Soto",2563,1097,31.1,19.86,3.97,4.27,0,21.3,6,17829,29.8,17,64,9.5,7.3,38900,246,23428,0.39,0.19,0.37,0.31,0.18
Texas,Navarro,2564,2669,27.6,119.95,2.45,2.42,2.48,57.3,4,17437,19.6,15.1,64.6,12.7,5.4,39900,331,41290,0.56,0.21,0.39,0.36,0.21
Texas,Somervell,2565,2707,36.9,33.6,16.8,0,0,0,8,19141,17.1,17.1,66.9,13.8,11.7,55600,338,5986,0.4,0.11,0.25,0.42,0.41
Alabama,Choctaw,2566,12,22.1,31.1,0,0,0,0,9,15521,30.2,22.5,54.3,8.5,11,37600,182,15714,0.36,0.17,0.34,0.39,0.17
Alabama,Bullock,2567,6,35.5,44.85,8.97,0,0,36,6,13144,36.5,23.9,49,10,18,31400,177,11188,0.5,0.16,0.34,0.36,0.13
Georgia,Tattnall,2568,491,31.2,48.42,5.38,0,5.5,20.7,7,16689,21.9,20.6,57.4,6.5,5,43800,244,18728,0.49,0.19,0.35,0.33,0.13
Georgia,Wheeler,2569,512,21.9,0,20.7,0,0,0,9,15977,30.3,21.4,56.7,8.6,9.3,29800,177,4933,0.31,0.23,0.36,0.35,0.11
Georgia,Dooly,2570,405,36.3,67.87,9.7,0,9.75,27.4,6,15801,32.9,22.9,54.7,9.5,6.8,37200,215,10416,0.57,0.28,0.38,0.41,0.09
Louisiana,Caldwell,2571,1092,33.2,49.03,19.61,0,0,0,8,15410,28.8,19.4,57.1,9.3,9.1,34200,238,10189,0.6,0.24,0.44,0.32,0.17
Texas,Hill,2572,2603,26.3,45.2,6.95,0,3.55,26.1,6,15892,21.7,15.6,61.5,10.7,4.6,36500,309,29698,0.62,0.18,0.36,0.35,0.17
Alabama,Wilcox,2573,66,27,29.35,7.34,0,7.26,0,9,12478,45.2,25.8,51.1,10.3,16.8,33700,179,13515,0.61,0.16,0.34,0.35,0.17
Georgia,Evans,2574,413,20,84.76,10.6,0,10.78,0,8,18348,25.4,20.4,58.5,8.6,5.7,44500,268,9519,0.31,0.23,0.37,0.35,0.12
"South Carolina",Beaufort,2575,2294,25,175.28,3,0.97,4.12,67.3,5,23774,13.6,5.9,83.4,26.5,3,112000,500,102735,0.52,0.21,0.4,0.35,0.14
Texas,Comanche,2576,2541,22.9,44.34,14.78,0,7.44,30.5,7,17363,21.6,21.1,57.8,9.2,3.6,31500,251,13645,0.49,0.2,0.39,0.33,0.21
Louisiana,Tensas,2577,1135,19.9,28.99,0,0,0,0,9,14364,46.3,22.8,58.1,11.7,9.5,33800,179,6883,0.55,0.27,0.46,0.36,0.2
Louisiana,"Red River",2578,1122,20.2,53.02,10.6,0,0,0,8,15092,35.1,19.5,57.4,8.7,10.6,35100,231,9746,0.39,0.2,0.39,0.33,0.17
Georgia,Bryan,2579,374,14.1,51.91,0,0,0,19.4,2,16129,13.2,14.6,68.5,11.8,4.3,69900,328,22286,0.48,0.2,0.36,0.36,0.14
Mississippi,Jasper,2580,1400,34.9,17.21,5.74,0,0,0,9,13895,30.7,17,60,9.8,6.3,34900,193,17410,0.46,0.19,0.35,0.37,0.17
Mississippi,Clarke,2581,1381,19.4,28.18,5.64,0,0,15.6,7,13938,23.4,18.1,61.6,8.2,5.3,37100,249,17860,0.49,0.2,0.35,0.37,0.15
Mississippi,Smith,2582,1434,17.8,26.5,0,0,0,0,8,15986,24.3,18.3,57,7.6,4,36800,227,15069,0.39,0.19,0.37,0.37,0.15
Mississippi,Claiborne,2583,1380,17.6,25.94,8.65,0,0,0,8,11843,43.6,19.5,58.7,16.1,9.7,38200,240,11521,0.53,0.21,0.37,0.39,0.11
Georgia,Stewart,2584,487,22.6,73.56,18.39,0,18.27,0,8,14235,31.4,26.5,51.4,8,5.6,29300,196,5532,0.5,0.19,0.38,0.4,0.1
Georgia,Webster,2585,511,45.4,0,0,0,0,0,8,15811,22.5,23.9,50.4,5.5,4.1,31500,223,2242,0.28,0.2,0.35,0.36,0.1
Georgia,Sumter,2586,488,26.1,137.62,3.2,3.26,3.19,54.6,6,18132,24.8,17.1,62.8,15.9,5,45300,273,30668,0.43,0.19,0.35,0.32,0.11
Texas,Bosque,2587,2512,21.7,60.6,6.06,0,6.19,21.1,6,16826,16.2,15,64,10.8,5.1,42200,309,16756,,0.18,0.39,0.16,0.1
Alabama,Barbour,2588,3,19.3,64.23,3.78,0,0,48.7,6,16666,25.2,21.7,55.6,11.8,8.7,40200,227,26475,0.78,0.16,0.34,0.36,0.12
Louisiana,Winn,2589,1145,9.4,64.6,5.87,0,0,37.7,7,14608,27.5,17.4,58,9,6.3,35400,237,16824,0.5,0.21,0.48,0.31,0.13
Louisiana,Natchitoches,2590,1116,32.7,63.39,2.64,0,0,45.3,6,14687,33.9,17.6,65,16.4,8.1,46300,300,38173,0.46,0.19,0.36,0.33,0.25
Texas,Cherokee,2591,2531,23.1,106.91,7.29,2.35,0,41.7,6,17255,21.6,16.2,62.7,10.2,5.2,39600,291,42484,0.47,0.18,0.36,0.28,0.15
Georgia,Telfair,2592,493,29.9,43.02,8.6,0,8.64,27.4,7,14696,27.3,22.9,52.1,8.6,9.8,29300,232,11662,0.38,0.28,0.38,0.41,0.13
Georgia,Wilcox,2593,515,13.7,14.08,0,0,0,0,9,16057,28.6,23.6,52.8,7.6,5.4,31500,220,7320,0.6,0.21,0.35,0.35,0.11
Texas,Sterling,2594,2710,47.6,0,0,0,0,0,8,13294,14.3,17.9,68.3,13.5,6,46300,313,1411,0.55,0.16,0.39,0.28,0.21
Georgia,Liberty,2595,448,21.8,22.13,3.4,0,1.69,67.1,4,12113,17.2,6.2,82.1,13.4,8.7,60100,399,59063,0.47,0.17,0.29,0.33,0.16
Texas,Glasscock,2596,2581,56.2,0,0,0,0,0,8,13110,22.3,20.4,64.8,9.8,3,44700,150,1407,,0.23,0.4,0.3,0.14
Texas,Midland,2597,2659,24.4,125.22,3.45,0.86,2.63,87.2,3,26853,14.5,10.2,76.8,26.4,4.9,61400,367,116016,0.33,0.18,0.41,0.25,0.24
Texas,Coke,2598,2535,28.4,28.79,0,0,0,0,8,17071,18.1,12.1,64.6,11.7,2.3,37700,238,3437,0.41,0.25,0.4,0.33,0.22
Texas,Winkler,2599,2742,16.8,25.06,12.53,0,0,80.3,6,15540,21.6,24,57.5,10.1,7.9,28500,290,8043,0.36,0.22,0.4,0.27,0.18
Texas,Ector,2600,2562,22.9,140.14,1.62,0.81,2.44,94.7,3,16815,20.4,15.4,66.9,11.4,7.4,43800,314,123398,0,0.11,0.34,0.48,0.21
Texas,Runnels,2601,2694,24,44.36,17.74,0,0,60.9,6,16409,17.1,20.7,56.8,10,3.6,30300,281,11410,0.42,0.23,0.4,0.36,0.23
Texas,Coleman,2602,2536,7.8,51.96,10.39,0,0,55.7,6,15569,24.9,18.3,59,9.6,6.6,26700,230,9700,0.41,0.17,0.4,0.32,0.18
Texas,Brown,2603,2519,26.4,136.26,2.78,2.72,2.84,53.5,7,16443,20.7,13.5,67.1,13.7,6.2,35900,310,36746,0.49,0.2,0.38,0.32,0.18
Texas,Anderson,2604,2495,21.3,110.44,3.94,0,4.08,37.6,6,14402,18.4,11.4,67.7,9.5,5.3,42400,368,52174,0.83,0.27,0.41,0.35,0.21
Alabama,Pike,2605,55,22.9,69.33,3.47,0,0,47.4,6,16848,27.2,20.3,59,14.3,6.5,43300,246,28464,0.73,0.16,0.34,0.36,0.17
Mississippi,Simpson,2606,1433,26.6,31.82,7.95,0,4.06,15.1,6,16952,22.7,18.1,58,8.7,5.3,39200,246,25221,0.51,0.18,0.35,0.37,0.11
Alabama,Crenshaw,2607,21,23.9,36.7,7.34,0,0,18.9,6,16142,24.3,22.8,51.3,8.4,6.1,30800,193,13514,0.51,0.19,0.34,0.36,0.15
Mississippi,Copiah,2608,1384,23.4,52.38,3.49,0,0,35.7,6,13484,32,16.9,61.1,9.4,7.2,35200,243,28558,0.46,0.19,0.35,0.38,0.11
Georgia,Crisp,2609,399,25.9,86.89,4.83,0,4.85,51.6,6,17395,29,18.7,56.2,10,5.3,46800,268,20643,0.6,0.23,0.39,0.35,0.12
Texas,Hamilton,2610,2591,27.9,52.21,13.05,0,0,38,6,19374,17.8,16.1,62.9,12.4,3.1,33200,262,7570,0.45,0.09,0.26,0.41,0.18
Texas,Freestone,2611,2575,27.6,35.22,5.87,0,6.34,41.1,7,14902,19.4,13.9,65.5,9.2,5.7,43700,286,17476,0.19,0.19,0.25,0.36,0.25
Georgia,Long,2612,450,22.4,0,0,0,0,0,9,11002,23.7,18,63.6,5.2,4.5,39400,362,8151,0.41,0.12,0.32,0.32,0.17
Texas,Culberson,2613,2549,10.2,92.45,30.82,0,0,85.6,7,10508,29.8,33.6,53.3,12.1,5.7,23600,267,3210,0.52,0.23,0.38,0.36,0.14
Texas,Reeves,2614,2689,17.1,32.52,6.5,0,0,76.1,7,11409,28.8,37.1,45.3,6.9,10.5,26700,261,14993,0.48,0.19,0.4,0.38,0.19
Texas,Loving,2615,2645,0,0,0,0,0,0,9,22942,0,8,56,4,11.2,14999,213,141,0.33,0.18,0.36,0.25,0.21
Texas,Hudspeth,2616,2609,23.7,0,0,0,0,0,8,10010,38.9,31.2,48.1,8,1.9,23300,391,3265,,0.17,0.4,0.32,0.21
Texas,"El Paso",2617,2565,24,135.78,1.62,0.58,0.45,97.5,2,13702,26.8,23.7,63.7,15.2,10.5,56700,347,684446,0.49,0.22,0.41,0.33,0.18
Alabama,Clarke,2618,13,18,75.02,10.72,0,0,37.2,7,16382,25.9,17.6,60.3,10.8,11,39300,261,27982,0.61,0.16,0.34,0.33,0.17
Georgia,Quitman,2619,477,0,0,0,0,0,0,9,15109,33,23.9,49.5,7.3,8.4,35100,183,2463,0.38,0.25,0.4,0.35,0.12
Texas,Shelby,2620,2704,24.1,44.57,4.46,0,0,22.5,7,17449,24.9,18.1,57.3,8.8,6.4,35000,258,22677,0.33,0.16,0.26,0.33,0.08
Louisiana,Catahoula,2621,1094,10.8,62.64,0,0,0,24.6,7,14308,36.8,23.2,53.9,8.7,10.5,30900,211,11155,0.46,0.23,0.39,0.4,0.15
Alabama,Butler,2622,7,17.4,55.05,9.18,0,4.56,34.2,7,15003,31.5,22.8,52.8,8,9,34300,225,21530,0.77,0.16,0.34,0.34,0.14
Georgia,"Jeff Davis",2623,439,13.1,56.61,8.09,0,8.15,34.9,7,16102,18.8,20.6,55.2,8.3,6.1,39100,269,12612,0.5,0.17,0.3,0.36,0.14
Georgia,Appling,2624,360,19.6,61.13,6.11,0,0,24.4,7,15810,19.9,19.9,57.2,8.2,7.4,37300,264,16333,,0.17,0.35,0.34,0.15
Georgia,Terrell,2625,494,16.7,63.6,0,0,0,49.7,6,14417,29.1,22.3,52.4,9.2,15.7,40600,241,11092,0.6,0.23,0.42,0.32,0.13
Louisiana,"La Salle",2626,1111,7.7,71.97,14.39,0,14.5,20,7,15072,21.2,16,61,7.9,7.2,32800,272,13840,0.51,0.2,0.42,0.33,0.16
Georgia,Randolph,2627,479,26.5,37.07,12.36,0,0,46.5,7,14507,35.9,22.1,49.3,6,8.6,31800,205,7989,0.44,0.17,0.29,0.33,0.17
Georgia,Lee,2628,447,20,10.04,0,0,0,21.8,3,17644,12.6,10.8,69.8,13.7,4.7,64900,389,20705,0.43,0.2,0.4,0.32,0.14
Mississippi,Wayne,2629,1446,28.1,35.24,5.03,0,5.09,26.4,7,14496,29.5,18.4,56.1,8.9,7,37700,220,20003,0.41,0.21,0.35,0.38,0.13
Mississippi,Jefferson,2630,1401,23,70.18,11.7,0,0,0,9,10479,46.9,24.5,53,10.3,15.6,34600,204,8545,0.48,0.18,0.37,0.37,0.17
Texas,McLennan,2631,2649,23.3,160.41,1.5,0.99,2.54,80.1,3,18674,20.6,11.6,71.6,16.6,4.6,49200,360,201775,0.56,0.19,0.37,0.36,0.19
Georgia,Chatham,2632,384,24,263.53,2.21,0.44,4.44,94.9,2,22457,17.2,9.3,73.7,18.6,5.4,62400,406,226961,0.28,0.18,0.34,0.32,0.13
Georgia,Worth,2633,518,23.7,46.2,4.62,0,4.71,28.9,6,16100,26.2,18.1,58.1,6.3,6.3,45100,276,22003,0.6,0.14,0.39,0.29,0.12
Texas,Nacogdoches,2634,2668,20.4,161.4,5.32,3.54,3.56,56.4,5,16384,25.2,12.3,69.7,20,4.8,54000,343,56533,0,0.17,0.4,0.32,0.21
Georgia,Turner,2635,501,19.9,33.65,0,0,0,55.5,7,15858,31.3,19.2,55.3,7.2,7.3,34600,238,9003,0.5,0.19,0.32,0.37,0.1
Louisiana,Sabine,2636,1124,21.7,42.27,8.45,0,0,13.8,7,15470,27.1,18.6,61.9,8.3,7.1,37700,249,23741,,0.24,0.42,0.36,0.17
Georgia,"Ben Hill",2637,368,20.3,57.94,5.79,0,5.83,53,7,17130,22,18.5,56.8,7.6,5.2,42000,265,17322,0.61,0.23,0.38,0.32,0.17
Alabama,Monroe,2638,50,19.6,65.17,4.07,0,4.09,29.2,7,15950,22.7,17.5,59.2,10.8,12.8,43100,274,23874,0.61,0.17,0.34,0.4,0.17
Mississippi,Jones,2639,1403,22.4,95.24,1.59,1.58,1.59,36.2,5,17367,22.7,14.6,64.3,12.2,4,41800,269,63447,0.54,0.21,0.35,0.36,0.11
Georgia,Wayne,2640,510,22.9,100.73,4.03,0,4.12,40.1,7,15548,21.2,15.6,62.9,9.6,7.1,43900,264,24636,0.49,0.23,0.35,0.32,0.13
Texas,Limestone,2641,2641,33.4,43.07,9.57,0,9.56,48.3,6,16437,24.1,18.2,60.2,10.6,5.5,37200,301,20829,0.35,0.2,0.39,0.33,0.15
Georgia,Coffee,2642,393,20.5,110.1,3.06,0,3.12,35.4,7,18564,22.5,17.8,58,11.1,6.1,44400,273,33188,0.28,0.2,0.35,0.36,0.1
Louisiana,Grant,2643,1103,24.5,5.47,0,0,0,0,8,13976,25.5,16.9,62.8,9.6,9.8,40000,285,18591,0.41,0.24,0.44,0.36,0.21
Mississippi,Covington,2644,1385,16.4,29,5.8,0,0,15.4,7,14533,31.2,18.7,55.5,8.6,5,37400,227,17441,0.46,0.2,0.4,0.39,0.13
Alabama,Henry,2645,34,30.3,12.7,0,0,0,37.5,6,16004,17.4,18.1,58.5,8.2,7.5,40700,231,15232,0.5,0.23,0.38,0.38,0.13
Georgia,Clay,2646,389,18.6,86.38,0,0,0,0,9,13275,35.7,26.5,51.4,11.2,7.4,31000,210,3360,0.51,0.15,0.32,0.32,0.1
Mississippi,"Jefferson Davis",2647,1402,21.6,49.74,7.11,0,0,0,9,12425,33.3,18.2,57.4,8.9,12.9,36600,238,13949,0.59,0.22,0.37,0.31,0.11
Georgia,Irwin,2648,436,16.4,11.46,11.46,0,0,36.6,7,18618,27.2,21,53.1,8.3,4.6,41700,227,8871,0.5,0.17,0.34,0.35,0.11
Louisiana,Concordia,2649,1096,37.2,52.24,4.75,0,0,43.5,7,15022,30.6,19.7,56.9,9.1,12,39300,262,20854,0.46,0.23,0.39,0.37,0.22
Mississippi,Lawrence,2650,1408,12.8,31.3,7.82,0,0,0,9,13806,27.9,17.6,61.9,9.2,7.3,39800,244,12873,0.54,0.18,0.37,0.35,0.11
Mississippi,Adams,2651,1370,28.6,176.07,5.77,2.88,5.76,55,7,16697,30.5,16.2,67.3,14.8,7.3,43500,282,34726,0.59,0.23,0.35,0.36,0.15
